key,real,imag
32_32,-0.000000,0.000001
32_64,-0.000000,0.000002
32_96,-0.000000,0.000003
32_128,-0.000000,0.000004
32_160,-0.000000,0.000004
32_192,-0.000000,0.000004
32_224,-0.000001,0.000005
32_256,-0.000001,0.000007
32_288,-0.000001,0.000009
32_320,-0.000001,0.000010
32_352,-0.000001,0.000010
32_384,-0.000001,0.000010
32_416,-0.000001,0.000009
32_448,-0.000001,0.000010
32_480,-0.000001,0.000011
32_512,-0.000001,0.000011
32_544,-0.000001,0.000010
32_576,-0.000001,0.000008
32_608,-0.000001,0.000007
32_640,-0.000001,0.000008
32_672,-0.000001,0.000010
32_704,-0.000000,0.000012
32_736,-0.000000,0.000014
32_768,-0.000000,0.000014
32_800,-0.000000,0.000012
32_832,-0.000001,0.000009
32_864,-0.000001,0.000005
32_896,-0.000001,0.000003
32_928,-0.000001,0.000003
32_960,-0.000001,0.000003
32_992,-0.000000,0.000004
32_1024,-0.000000,0.000006
32_1056,0.000000,0.000007
32_1088,0.000000,0.000008
32_1120,0.000001,0.000009
32_1152,0.000001,0.000008
32_1184,0.000001,0.000006
32_1216,0.000000,0.000003
32_1248,0.000000,0.000000
32_1280,0.000000,-0.000001
32_1312,0.000000,-0.000002
32_1344,0.000000,-0.000000
32_1376,0.000000,0.000001
32_1408,0.000000,0.000003
32_1440,0.000001,0.000003
32_1472,0.000001,0.000002
32_1504,0.000001,0.000001
32_1536,0.000001,-0.000001
32_1568,0.000001,-0.000001
32_1600,0.000001,-0.000000
32_1632,0.000001,0.000000
32_1664,0.000001,-0.000000
32_1696,0.000001,-0.000001
32_1728,0.000001,-0.000001
32_1760,0.000001,0.000001
32_1792,0.000000,0.000003
32_1824,0.000000,0.000005
32_1856,0.000000,0.000006
32_1888,0.000000,0.000006
32_1920,0.000000,0.000006
32_1952,0.000000,0.000006
32_1984,0.000000,0.000008
32_2016,0.000000,0.000009
32_2048,-0.000000,0.000009
64_32,-0.000000,0.000002
64_64,-0.000001,0.000004
64_96,-0.000001,0.000006
64_128,-0.000001,0.000007
64_160,-0.000001,0.000007
64_192,-0.000001,0.000007
64_224,-0.000001,0.000008
64_256,-0.000001,0.000010
64_288,-0.000001,0.000014
64_320,-0.000001,0.000015
64_352,-0.000001,0.000014
64_384,-0.000001,0.000012
64_416,-0.000001,0.000011
64_448,-0.000001,0.000011
64_480,-0.000001,0.000013
64_512,-0.000001,0.000013
64_544,-0.000001,0.000011
64_576,-0.000001,0.000010
64_608,-0.000001,0.000009
64_640,-0.000001,0.000011
64_672,-0.000001,0.000015
64_704,-0.000001,0.000020
64_736,-0.000000,0.000023
64_768,-0.000000,0.000022
64_800,-0.000000,0.000019
64_832,-0.000001,0.000015
64_864,-0.000001,0.000011
64_896,-0.000000,0.000009
64_928,-0.000000,0.000008
64_960,0.000000,0.000010
64_992,0.000001,0.000011
64_1024,0.000001,0.000013
64_1056,0.000002,0.000015
64_1088,0.000002,0.000017
64_1120,0.000003,0.000018
64_1152,0.000003,0.000018
64_1184,0.000003,0.000015
64_1216,0.000003,0.000012
64_1248,0.000003,0.000007
64_1280,0.000003,0.000005
64_1312,0.000003,0.000004
64_1344,0.000003,0.000007
64_1376,0.000003,0.000010
64_1408,0.000003,0.000013
64_1440,0.000004,0.000015
64_1472,0.000004,0.000014
64_1504,0.000004,0.000012
64_1536,0.000004,0.000010
64_1568,0.000004,0.000010
64_1600,0.000004,0.000011
64_1632,0.000004,0.000011
64_1664,0.000004,0.000010
64_1696,0.000004,0.000008
64_1728,0.000004,0.000007
64_1760,0.000004,0.000009
64_1792,0.000004,0.000012
64_1824,0.000003,0.000015
64_1856,0.000003,0.000015
64_1888,0.000003,0.000015
64_1920,0.000003,0.000015
64_1952,0.000003,0.000016
64_1984,0.000003,0.000018
64_2016,0.000003,0.000020
64_2048,0.000003,0.000022
96_32,-0.000000,0.000003
96_64,-0.000001,0.000006
96_96,-0.000001,0.000009
96_128,-0.000001,0.000010
96_160,-0.000001,0.000008
96_192,-0.000001,0.000007
96_224,-0.000001,0.000007
96_256,-0.000001,0.000010
96_288,-0.000001,0.000013
96_320,-0.000001,0.000014
96_352,-0.000001,0.000011
96_384,-0.000001,0.000007
96_416,-0.000001,0.000004
96_448,-0.000001,0.000004
96_480,-0.000001,0.000005
96_512,-0.000001,0.000005
96_544,-0.000001,0.000003
96_576,-0.000001,0.000001
96_608,-0.000001,0.000002
