key,real,imag
896_1536,-0.002147,-0.005230
896_1600,-0.002191,-0.005251
896_1664,-0.002152,-0.005131
896_1728,-0.002202,-0.005201
896_1792,-0.002166,-0.005099
896_1856,-0.002208,-0.005237
896_1920,-0.002168,-0.005182
896_1984,-0.002207,-0.005310
896_2048,-0.002170,-0.005183
960_64,-0.000004,0.000007
960_128,-0.000003,-0.000005
960_192,-0.000006,-0.000067
960_256,-0.000011,-0.000071
960_320,-0.000018,-0.000064
960_384,-0.000034,0.000089
960_448,-0.000034,0.000099
960_512,-0.000046,0.000400
960_576,-0.000051,0.000380
960_640,-0.000047,0.000300
960_704,-0.000061,0.000366
960_768,-0.000041,0.000737
960_832,-0.000076,0.001079
960_896,-0.000549,-0.001580
960_960,-0.001048,-0.004033
960_1024,-0.002048,-0.008634
960_1088,-0.003024,-0.012899
960_1152,-0.003526,-0.015019
960_1216,-0.003999,-0.017047
960_1280,-0.004018,-0.016607
960_1344,-0.004002,-0.016332
960_1408,-0.004015,-0.016219
960_1472,-0.004011,-0.016318
960_1536,-0.004019,-0.016219
960_1600,-0.004028,-0.016023
960_1664,-0.004028,-0.016009
960_1728,-0.004044,-0.015906
960_1792,-0.004050,-0.015921
960_1856,-0.004055,-0.015934
960_1920,-0.004057,-0.016001
960_1984,-0.004057,-0.016010
960_2048,-0.004061,-0.016004
1024_64,-0.000005,0.000011
1024_128,-0.000003,-0.000016
1024_192,-0.000010,-0.000070
1024_256,-0.000018,-0.000046
1024_320,-0.000030,-0.000025
1024_384,-0.000048,0.000175
1024_448,-0.000049,0.000203
1024_512,-0.000062,0.000592
1024_576,-0.000070,0.000504
1024_640,-0.000068,0.000483
1024_704,-0.000132,-0.000051
1024_768,-0.000128,-0.000028
1024_832,-0.000233,0.000164
1024_896,-0.000887,-0.003183
1024_960,-0.001898,-0.009027
1024_1024,-0.004809,-0.027181
1024_1088,-0.007825,-0.045143
1024_1152,-0.008655,-0.049207
1024_1216,-0.009461,-0.052513
1024_1280,-0.009396,-0.051294
1024_1344,-0.009549,-0.052127
1024_1408,-0.009467,-0.051567
1024_1472,-0.009612,-0.052393
1024_1536,-0.009440,-0.051390
1024_1600,-0.009635,-0.052020
1024_1664,-0.009488,-0.051197
1024_1728,-0.009653,-0.051844
1024_1792,-0.009517,-0.051061
1024_1856,-0.009672,-0.051846
1024_1920,-0.009531,-0.051116
1024_1984,-0.009676,-0.051933
1024_2048,-0.009497,-0.051009
1088_64,-0.000006,0.000014
1088_128,-0.000003,-0.000026
1088_192,-0.000014,-0.000072
1088_256,-0.000026,-0.000022
1088_320,-0.000042,0.000013
1088_384,-0.000064,0.000268
1088_448,-0.000064,0.000307
1088_512,-0.000081,0.000811
1088_576,-0.000089,0.000629
1088_640,-0.000092,0.000670
1088_704,-0.000203,-0.000458
1088_768,-0.000222,-0.000818
1088_832,-0.000390,-0.000758
1088_896,-0.001256,-0.004943
1088_960,-0.002722,-0.013869
1088_1024,-0.007666,-0.046111
1088_1088,-0.012473,-0.076342
1088_1152,-0.013869,-0.083713
1088_1216,-0.014746,-0.086806
1088_1280,-0.014883,-0.086392
1088_1344,-0.014918,-0.086762
1088_1408,-0.015033,-0.087340
1088_1472,-0.015036,-0.087302
1088_1536,-0.015048,-0.087237
1088_1600,-0.015063,-0.086850
1088_1664,-0.015063,-0.086810
1088_1728,-0.015085,-0.086616
1088_1792,-0.015098,-0.086625
1088_1856,-0.015111,-0.086591
1088_1920,-0.015120,-0.086655
1088_1984,-0.015118,-0.086690
1088_2048,-0.015124,-0.086676
1152_64,-0.000007,0.000015
1152_128,-0.000004,-0.000028
1152_192,-0.000018,-0.000071
1152_256,-0.000031,-0.000015
1152_320,-0.000052,0.000035
1152_384,-0.000077,0.000347
1152_448,-0.000079,0.000408
1152_512,-0.000098,0.001011
1152_576,-0.000109,0.000767
1152_640,-0.000110,0.000835
1152_704,-0.000255,-0.000551
1152_768,-0.000288,-0.001087
1152_832,-0.000543,-0.001577
1152_896,-0.001583,-0.007017
1152_960,-0.003140,-0.016482
1152_1024,-0.008429,-0.050820
1152_1088,-0.013812,-0.084479
1152_1152,-0.015049,-0.090852
1152_1216,-0.016358,-0.096448
1152_1280,-0.016328,-0.094948
1152_1344,-0.016629,-0.096893
1152_1408,-0.016530,-0.096147
1152_1472,-0.016779,-0.097518
1152_1536,-0.016548,-0.096023
1152_1600,-0.016813,-0.096982
1152_1664,-0.016566,-0.095491
1152_1728,-0.016840,-0.096680
1152_1792,-0.016609,-0.095254
1152_1856,-0.016871,-0.096649
1152_1920,-0.016635,-0.095280
1152_1984,-0.016881,-0.096751
1152_2048,-0.016639,-0.095303
1216_64,-0.000007,0.000009
1216_128,-0.000005,-0.000029
1216_192,-0.000021,-0.000070
1216_256,-0.000035,-0.000024
1216_320,-0.000058,0.000024
1216_384,-0.000091,0.000414
1216_448,-0.000092,0.000486
1216_512,-0.000117,0.001233
1216_576,-0.000129,0.000955
1216_640,-0.000132,0.001019
1216_704,-0.000286,-0.000378
1216_768,-0.000325,-0.000869
1216_832,-0.000594,-0.001271
1216_896,-0.001887,-0.008371
1216_960,-0.003640,-0.019018
1216_1024,-0.009285,-0.054803
1216_1088,-0.014769,-0.088311
1216_1152,-0.016458,-0.097235
1216_1216,-0.017770,-0.102687
1216_1280,-0.017995,-0.102489
1216_1344,-0.018057,-0.102955
1216_1408,-0.018215,-0.103609
1216_1472,-0.018218,-0.103555
1216_1536,-0.018236,-0.103473
1216_1600,-0.018259,-0.102896
1216_1664,-0.018258,-0.102826
1216_1728,-0.018292,-0.102525
1216_1792,-0.018311,-0.102543
1216_1856,-0.018326,-0.102514
1216_1920,-0.018340,-0.102581
1216_1984,-0.018339,-0.102613
1216_2048,-0.018346,-0.102606
1280_64,-0.000006,0.000002
1280_128,-0.000005,-0.000032
1280_192,-0.000023,-0.000076
1280_256,-0.000037,-0.000040
1280_320,-0.000061,-0.000007
1280_384,-0.000097,0.000416
1280_448,-0.000101,0.000513
1280_512,-0.000127,0.001334
1280_576,-0.000143,0.001145
1280_640,-0.000141,0.001219
1280_704,-0.000298,-0.000050
1280_768,-0.000327,-0.000441
1280_832,-0.000561,-0.000427
1280_896,-0.001840,-0.007317
1280_960,-0.003715,-0.018528
1280_1024,-0.009289,-0.053542
1280_1088,-0.014987,-0.087931
1280_1152,-0.016520,-0.095785
1280_1216,-0.018092,-0.102557
1280_1280,-0.018004,-0.100507
1280_1344,-0.018334,-0.102416
1280_1408,-0.018216,-0.101442
1280_1472,-0.018492,-0.102906
1280_1536,-0.018237,-0.101220
1280_1600,-0.018538,-0.102114
1280_1664,-0.018263,-0.100509
1280_1728,-0.018577,-0.101704
1280_1792,-0.018319,-0.100225
1280_1856,-0.018611,-0.101723
1280_1920,-0.018350,-0.100275
1280_1984,-0.018627,-0.101822
1280_2048,-0.018355,-0.100305
1344_64,-0.000006,0.000004
1344_128,-0.000005,-0.000031
1344_192,-0.000023,-0.000090
1344_256,-0.000038,-0.000057
1344_320,-0.000061,-0.000035
1344_384,-0.000102,0.000407
1344_448,-0.000104,0.000493
1344_512,-0.000134,0.001363
1344_576,-0.000149,0.001213
1344_640,-0.000147,0.001327
1344_704,-0.000288,0.000291
1344_768,-0.000324,-0.000011
1344_832,-0.000549,0.000097
1344_896,-0.001868,-0.006885
1344_960,-0.003751,-0.018176
1344_1024,-0.009514,-0.054392
1344_1088,-0.015118,-0.088317
1344_1152,-0.016937,-0.097787
1344_1216,-0.018268,-0.103066
1344_1280,-0.018449,-0.102460
1344_1344,-0.018508,-0.102751
1344_1408,-0.018650,-0.103132
1344_1472,-0.018649,-0.103064
1344_1536,-0.018670,-0.102857
1344_1600,-0.018696,-0.102218
1344_1664,-0.018697,-0.102136
1344_1728,-0.018738,-0.101811
1344_1792,-0.018757,-0.101860
1344_1856,-0.018773,-0.101847
1344_1920,-0.018789,-0.101931
1344_1984,-0.018788,-0.101961
1344_2048,-0.018794,-0.101959
1408_64,-0.000008,0.000011
1408_128,-0.000005,-0.000022
1408_192,-0.000022,-0.000102
1408_256,-0.000035,-0.000077
1408_320,-0.000060,-0.000056
1408_384,-0.000100,0.000375
1408_448,-0.000103,0.000459
1408_512,-0.000130,0.001286
1408_576,-0.000148,0.001169
1408_640,-0.000142,0.001216
1408_704,-0.000274,0.000277
1408_768,-0.000285,0.000236
1408_832,-0.000513,0.000429
1408_896,-0.001818,-0.006405
1408_960,-0.003801,-0.018049
1408_1024,-0.009529,-0.053891
1408_1088,-0.015391,-0.089094
1408_1152,-0.017018,-0.097258
1408_1216,-0.018624,-0.103970
1408_1280,-0.018519,-0.101726
1408_1344,-0.018839,-0.103376
1408_1408,-0.018683,-0.102171
1408_1472,-0.018967,-0.103711
1408_1536,-0.018702,-0.101938
1408_1600,-0.019013,-0.102885
1408_1664,-0.018727,-0.101258
1408_1728,-0.019055,-0.102493
1408_1792,-0.018788,-0.100993
1408_1856,-0.019091,-0.102539
1408_1920,-0.018816,-0.101093
1408_1984,-0.019104,-0.102669
1408_2048,-0.018822,-0.101110
1472_64,-0.000008,0.000012
1472_128,-0.000006,-0.000017
1472_192,-0.000021,-0.000107
1472_256,-0.000035,-0.000089
1472_320,-0.000059,-0.000073
1472_384,-0.000100,0.000358
1472_448,-0.000101,0.000430
1472_512,-0.000130,0.001249
1472_576,-0.000145,0.001107
1472_640,-0.000143,0.001128
1472_704,-0.000271,0.000126
1472_768,-0.000284,0.000081
1472_832,-0.000503,0.000312
1472_896,-0.001843,-0.006682
1472_960,-0.003795,-0.018155
1472_1024,-0.009675,-0.054773
1472_1088,-0.015395,-0.089069
1472_1152,-0.017280,-0.098668
1472_1216,-0.018632,-0.103933
1472_1280,-0.018806,-0.103214
1472_1344,-0.018840,-0.103323
1472_1408,-0.018969,-0.103725
1472_1472,-0.018968,-0.103733
1472_1536,-0.018989,-0.103528
1472_1600,-0.019014,-0.102938
1472_1664,-0.019014,-0.102865
